gɒ,gò,gọt,góc,góp,gộp,,,,
gʊ,gu,gụ,gục,,,,,,
gaɪ,gãi,gài,gái,gay,,,,,
gəʊ,gấu,gâu,,,,,,,
gɔɪ,gọi,gỏi,gối,gội,,,,,
gɪə,ghi,ghì,gờ,gỡ,,,,,
gʊə,gu,gù,gụ,,,,,,
gju,gu,gù,gụ,,,,,,
gʌn,gàn,gạn,gần,gắn,găm,gầm,,,
gen,ghen,ghé,ghẹ,ghế,,,,,
gɪn,ghim,ghì,,,,,,,
gɒn,gọn,girl,gom,gớm,gồm,gốm,,,
gʊn,gừng,gu,gụ,,,,,,
gʌt,gạt,gắt,gật,gấp,,,,,
get,ghét,ghép,ghẹ,,,,,,
gɪt,ghép,Git,ghét,,,,,,
gɒt,gọt,gót,gộp,góc,gốc,,,,
gʊt,gút,gục,,,,,,,
hʌ,há,hạ,hái,hại,,,,,
he,hè,hé,hết,hẹp,hét,,,,
hɪ,hít,hủy,Huy,hình,,,,,
hɒ,ho,hô,hộ,hổ,hôn,,,,
hʊ,hú,hụ,hư,hun,,,,,
haɪ,hai,hãi,hái,hay,,,,,
həʊ,hầu,hơ,hàu,háu,,,,,
hɔɪ,hỏi,hói,hôi,hơi,,,,,
hɪə,Huy,hủy,hít,,,,,,
ham,hùa,hươu,hơ,hú,,,,,
hju,hiểu,hươu,,,,,,,
hʌn,ham,hãm,hàn,hắn,hận,,,,
hen,hẹn,hèn,hen,hên,hẻm,,,,
hɪn,hình,Hiền,,,,,,,
hɒn,hôn,hơn,hồn,hỗn,hòm,,,,
hʊn,hun,hứng,,,,,,,
hʌt,hát,hất,hấp,hạ,,,,,
het,hết,hét,hẹp,,,,,,
hɪt,hít,hết,hẹp,,,,,,
hɒt,hót,hột,hợp,hớt,,,,,
hʊt,hút,hụt,húc,,,,,,
kʌ,cá,cả,cái,cãi,,,,,
ke,kẻ,kể,kệ,kê,ké,,,,
kɪ,ký,kim,kín,,,,,,
kɒ,có,cố,cỏ,cọ,,,,,
kʊ,cu,cú,cù,cụ,cũ,,,,
kaɪ,cái,cài,cãi,,,,,,
kəʊ,cáu,cau,cậu,cấu,,,,,
kɔɪ,coi,còi,,,,,,,
kɪə,kia,kỳ,kỹ,,,,,,
kʊə,của,cua,cụ,cu,cũ,,,,
kju,cứu,kêu,,,,,,,
kʌn,cần,can,cạn,cân,cắm,câm,,,
ken,kem,kém,kèn,,,,,,
kɪn,kín,kim,kiêm,kiếm,,,,,
kɒn,con,còn,cơm,cồn,,,,,
kʊn,cún,cùn,cúng,cùng,,,,,
kʌt,cát,cắt,cất,cặp,,,,,
ket,kẹp,két,,,,,,,
kɪt,kiss,ký,kỵ,,,,,,
kɒt,cốt,cọp,cóc,cọc,cốc,,,,
kʊt,cút,cứt,cụt,cụp,cực,,,,
mʌ,ma,má,mai,mài,mà,,,,
me,mẹ,mé,mê,,,,,,
mɪ,mì,mi,mìn,mịn,mít,,,,
mɒ,mò,mó,mỏ,mộ,mợ,,,,
mʊ,mủ,mù,mũ,mụ,múc,,,,
maɪ,mai,mài,mải,,,,,,
məʊ,mầu,mơ,mớ,mợ,,,,,
mɔɪ,mới,môi,mồi,moi,,,,,
mɪə,mía,mỉa,mơ,,,,,,
mʊə,mua,múa,mùa,,,,,,
mju,mụ,mù,mũ,mủ,,,,,
mʌn,màn,mặn,mận,mâm,mắm,,,,
men,men,mến,mềm,,,,,,
mɪn,mịn,mình,,,,,,,
mɒn,mòn,mồm,mớm,,,,,,
mʊn,mún,mùn,mùng,mủng,,,,,
mʌt,mát,mặt,mất,mập,,,,,
met,mệt,mép,mét,mẹt,,,,,
mɪt,mít,mệt,,,,,,,
mɒt,một,móc,mọc,móp,mốc,,,,
mʊt,mút,múc,mục,,,,,,
nʌ,là,lá,na,lạ,,,,,
ne,né,nể,lẹ,nên,nếm,,,,
nɪ,ly,ninh,lính,nịnh,,,,,
nɒ,lo,nổ,no,nó,lỡ,nợ,,,
nʊ,lú,nụ,lúc,lục,,,,,
naɪ,nay,lái,lại,lạy,nai,,,,
nəʊ,lâu,nâu,nấu,lẩu,,,,,
nɔɪ,nói,lôi,lội,nơi,,,,,
nɪə,lia,ly,lỡ,nơ,,,,,
nʊə,lúa,lu,lú,lúc ở,,,,,
nju,níu,liệu,,,,,,,
nʌn,lan,lần,lăn,lắm,,,,,
nen,nên,lên,ném,nếm,nệm,,,,
nɪn,nín,lịm,lính,nịnh,,,,,
nɒn,non,lông,lồng,nồng,,,,,
nʊn,lùn,lún,núm,,,,,,
nʌt,nát,lật,lắp,lấp,,,,,
net,nét,lép,nếp,nẹp,,,,,
nɪt,lít,lịch,,,,,,,
nɒt,lót,lọt,lột,lợp,,,,,
nʊt,nút,lụt,lúc,lục,,,,,
pʌ,pa,bắt, bát,bật,,,,,
pe,pé,bê,bế,bẻ,bên,,,,
pɪ,pin,bị,phi,bịt,bít,,,,
pɒ,bò,bỏ,bó,bọ,bố,bổ,,,
pʊ,bú,bự,bùn,bực,bục,bụt,,,
paɪ,bày,bạn,bán,bài,bật,,,,
pəʊ,bầu,bơ,bò,bổ,bộ,bọ,,,
pɔɪ,bói,bôi,bơi,bới,,,,,
pɪə,bia,,,,,,,,
pʊə,bùa,búa,,,,,,,
pju,bú,bụ,bị,Bỉ,,,,,
pʌn,bạn,bán,bàn,bẩn,,,,,
pen,bên,bèn,bênh,bệnh,,,,,
pɪn,pin,biến,bệnh,,,,,,
pɒn,bón,bốn,bồn,bơm,bom,,,,
pʊn,bùn,bún,bưng,búng,,,,,
pʌt,bắt,bát,bật,bạc,bác,,,,
pet,pet,bẹp,bếp,,,,,,
pɪt,bít,bịt,bịp,bếp,,,,,
pɒt,bớt,bột,bọc,bốc,bóc,,,,
pʊt,bút,bụt,bực,bức,,,,,
rʌ,ra,già,giả,giã,,,,,
re,rẻ,rẽ,giẻ,dế,dê,,,,
rɪ,dí,dì,dị,dìm,rinh,dịch,,,
rɒ,do,gió,giỏ,rõ,giơ,dồ,,,
rʊ,rủ,ru,dụ,giũ,rút,giục,,,
raɪ,dài,dai,dại,dây,giầy,dậy,,,
rəʊ,rau,râu,giấu,giàu,,,,,
rɔɪ,roi,dọi,rồi,giòi,rời,,,,
rɪə,nơ,nở,lỡ,lở,lo,,,,
rʊə,rùa,rủa,dựa,dứa,,,,,
rju,rìu,dịu,rủ,dụ,giữ,dựa,,,
rʌn,rang,rắn,dặn,dần,giận,,,,
ren,rên,rèm,riêng,giếng,,,,,
rɪn,rinh,dìm,rình,dính,,,,,
rɒn,dồn,rốn,dọn,,,,,,
rʊn,run,rung,giun,dúm,,,,,
rʌt,dắt,rất,rát,giật,giặt,,,,
ret,rét,dẹp,rết,dệt,,,,,
rɪt,rít,dịt,dịch,,,,,,
rɒt,rót,giọt,dột,dốc,rớt,,,,
rʊt,rút,giúp,giục,,,,,,
sʌ,xa,sả,xã,xài,xoay,xoáy,sai,,
se,sẽ,xệ,xây,sấy,sen,xem,,,
sɪ,sỉ,xị,sĩ,,,,,,
sɒ,so,sợ,sờ,sổ,xỏ,sọt,sốc,,
sʊ,sư,xù,sưng,xúm,sút,sụt,súp,,
saɪ,sai,xài,say,xây,sấy,xoay,,,
səʊ,sâu,xấu,sầu,,,,,,
sɔɪ,soi,sói,sỏi,xôi,xơi,,,,
sɪə,xía,xỉa,xì,sĩ,sị,sơ,sợ,,
sʊə,xưa,sửa,sữa,xua,,,,,
sju,xíu,xỉu,,,,,,,
sʌn,săn,sân,sang,sáng,sắn,xăng,,,
sen,xem,sên,sen,xen,,,,,
sɪn,xin,xịn,xinh,,,,,,
sɒn,son,són,sơn,xóm,sớm,xong,,,
sʊn,xúm,sụn,sưng,xứng,,,,,
sʌt,sát,sập,sắp,sắt,sách,sạch,,,
set,sếp,xét,xẹp,xếp,,,,,
sɪt,suýt,xích,sếp,xẹp,,,,,
sɒt,xót,sốt,shop,sọt,sọc,,,,
sʊt,sút,sụt,xúc,súp,,,,,
tʌ,ta,tả,tã,tắm,tại,tan,tạm,,
te,tê,tè,té,Tết,tép,,,,
tɪ,tí,tuy,tin,tính,tìm,tím,,,
tɒ,tớ,tô,tổ,to,toi,tới,,,
tʊ,tu,tù,tủ,tụ,,,,,
taɪ,tai,tài,tại,tay,Tây,tẩy,,,
təʊ,tau,tâu,Tàu,tay,,,,,
tɔɪ,tôi,toi,tới,tỏi,tối,,,,
tɪə,tia,tỉa,tí,,,,,,
tʊə,Tour,tú,tớ,tù,,,,,
tju,tu,tù,tủ,tự,,,,,
tʌn,tan,tán,tắm,tăng,tặng,,,,
ten,tên,tem,,,,,,,
tɪn,tin,tím,tình,tính,,,,,
tɒn,tóm,tốn,tôm,tồn,,,,,
tʊn,tung,túng,túm,từng,tụng,,,,
tʌt,tát,tắt,tất,tập,tạch,tách,,,
tet,Tết,tép,té,tệ,,,,,
tɪt,tít,tịt,tích,Tết,,,,,
tɒt,tốt,TOP,tọt,tợp,,,,,
tʊt,tức,tụt,,,,,,,
tʃʌ,cha,chà,trả,chai,chảy,chặn,,,
tʃe,che,chê,chè,chế,trên,chém,,,
tʃɪ,chỉ,chi,trĩ,trị,chim,chìm,chính,,
tʃɒ,cho,trò,chỗ,chợ,trọ,chó,chở,,
tʃʊ,chú,trụ,chút,chụp,trực,,,,
tʃaɪ,chạy,trải,trái,chảy,chai,,,,
tʃəʊ,trâu,chầu,chậu,cháu,,,,,
tʃɔɪ,chơi,trời,chói,trọi,trôi,,,,
tʃɪə,chia,chĩa,,,,,,,
tʃʊə,trưa,chùa,chú,chua,trụ,,,,
tʃju,chiều,chịu,chú,,,,,,
tʃʌn,chân,chán,chạn,chắn,chặn,chậm,chấm,,
tʃen,trên,chiên,chiến,chuyện,chiếm,,,,
tʃɪn,chim,chìm,chín,chính,chỉnh,,,,
tʃɒn,chọn,tròn,chôn,trốn,trộm,trộn,,,
tʃʊn,chung,trùng,trúng,chum,,,,,
tʃʌt,chat,chắt,chất,chặt,trật,,,,
tʃet,chết,chệch,,,,,,,
tʃɪt,chích,chịch,chết,chệch,,,,,
tʃɒt,trót,chốt,chọc,chợt,chộp,,,,
tʃʊt,chút,chụp,trúc,,,,,,
θʌ,tha,thà,thả,than,thăm,thấm,,,
θe,thề,thèm,thêm,thét,thép,,,,
θɪ,thi,thì,thím,thịt,thích,,,,
θɒ,thỏ,thôi,thò,thơ,thờ,thợ,thối,,
θʊ,thu,thứ,thúi,thùng,thủng,thụt,thúc,,
θaɪ,thai,thái,thải,,,,,,
θəʊ,thau,thầu,thợ,,,,,,
θɔɪ,thoi,thôi,thối,thòi,,,,,
θɪə,thìa,thơ,thở,thợ,,,,,
θʊə,thua,thu,thú,thơ,thở,thợ,,,
θju,thiu,thua,thu,thơ,thở,thợ,,,
θʌn,than,tham,thăm,thắng,thành,thánh,,,
θen,thèm,thêm,thẹn,thềm,,,,,
θɪn,thím,thính,thỉnh,,,,,,
θɒn,thon,thôn,thộn,thốn,thơm,,,,
θʊn,thun,thùng,thủng,,,,,,
θʌt,thắt,thật,thắp,thấp,thác,,,,
θet,thét,thép,thiếp,thiệp,,,,,
θɪt,thích,thịt,thít,,,,,,
θɒt,thóc,thốt,thọt,thọc,thớt,,,,
θʊt,thụt,thúc,thức,thực,,,,,
vʌ,và,va,vả,vã,,,,,
ve,về,vé,vẽ,ven,vênh,viện,,,
vɪ,vì,ví,vị,Vin,vịt,VIP,,,
vɒ,vỏ,võ,vỗ,vô,vò,vơ,,,
vʊ,vú,vừa,vùi,vui,,,,,
vaɪ,vay,vài,vái,vải,vai,,,,
vəʊ,vây,vâu,vẫy,vẩy,vơ,vợ,,,
vɔɪ,voi,vòi,vội,vời,vơi,,,,
vɪə,vía,vỉa,vơ,vợ,vì,,,,
vʊə,vua,vừa,vựa,,,,,,
vju,víu,vú,vụ,vì,,,,,
vʌn,van,văn,vắn,vặn,vang,vàng,,,
ven,ven,vén,vênh,viên,viện,,,,
vɪn,Vin,vịnh,ví,vì,,,,,
vɒn,vốn,vờn,vòng,võng,vọng,,,,
vʊn,vun,vung,vừng,vững,,,,,
vʌt,vất,vật,vắt,vặt,vấp,,,,
vet,vét,vẹt,vết,Vest,,,,,
vɪt,VIP,vịt,vị,ví,,,,,
vɒt,vót,vọt,vớt,vợt,vọc,,,,
vʊt,vút,vụt,vứt,vực,,,,,
æ,e,em,anh,ẻ,ả,ế,,,
bæ,bé,bè,bế,bà,,,,,
dæ,đè,đe,đẻ,đã,đá,,,,
fæ,phê,phế,pha,phá,phà,,,,
gæ,ghê,ghen,ghẻ,ghế,gạ,gã,gả,,
hæ,hè,hé,hề,hết,hẹp,hạ,há,,
kæ,kẻ,kê,cá,cả,ké,kế,cắt,,
mæ,mẹ,mé,mẻ,ma,mặt,mép,,,
næ,là,lạ,ném,lén,lê,lá,nể,,
pæ,pa,bế,bắt,bạc,bếp,bẹp,,,
ræ,rẻ,ra,giá,giả,giã,rẽ,dễ,,
sæ,xe,xem,xa,xả,xã,,,,
tæ,tè,té,ta,tả,tã,tạ,,,
tʃæ,che,chê,chè,chế,chém,cha,trả,,
θæ,thè,thẻ,thề,thèm,tha,thà,thành,,
væ,ve,vé,vẻ,và,va,vã,,,
æn,em,êm,én,ăn,ẵm,âm,,,
bæn,bèn,bên,bến,bền,bán,bạn,ban,,
dæn,đen,đèn,đến,đếm,đệm,đan,đàn,đánh,
fæn,phèn,Fan,phắn,phán,phấn,,,,
gæn,ghen,gần,gàn,gánh,gắn,gặm,,,
hæn,hen,hèn,hiền,hiếm,hàn,han,hận,,
kæn,cam,kèn,kiêm,kiếm,cắn,cạn,kén,,
mæn,men,màn,mâm,mềm,,,,,
næn,lén,lên,nền,làm,nằm,lắm,,,
pæn,bạn,bên,bến,bênh,bệnh,bàn,bán,,
ræn,rên,rèn,rèm,rén,rang,giảng,dạng,,
sæn,sen,xén,xám,xem,xẻng,sang,sáng,,
tæn,tán,tan,tẩn,tên,tàn,,,,
tʃæn,chèn,chén,trên,tràn,chân,chan,chán,,
θæn,thẹn,thèm,thêm,than,thánh,thánh,,,
væn,van,ven,vênh,vặn,vắn,,,,
æt,ép,ếch,ấp,ập,,,,,
bæt,bét,bát,bắt,bếp,bạt,bậc,,,
dæt,đẹp,đáp,đạp,đắt,đặt,,,,
fæt,phét,phạt,phết,phệt,phất,,,,
gæt,ghét,gắp,gác,gấc,gặt,gặp,,,
hæt,hét,hát,hẹp,hất,hật,hấp,,,
kæt,két,cắt,cất,kẹp,cát,cạp,cặp,,
mæt,mép,mất,mắt,mét,mệt,mẹt,Mẹc,mập,
næt,nét,nép,nát,nấp,nắp,lặp,lạc,nẹp,
pæt,pet,bắt,bẹt,bếp,bát,bật,,,
ræt,rét,rát,rất,dép,dẹp,dệt,giật,giặt,dắt
sæt,sét,xét,sắp,xẹp,sập,sát,sặc,,
tæt,tết,tép,tát,tập,tắc,tạch,tách,,
tʃæt,trét,chép,chất,chật,chắp,chặt,,,
θæt,thét,thép,thắt,thấp,thật,,,,
væt,vét,vất,vắt,vặt,vật,,,,
əʊn,ơn,ớn,ươn,ươm,ông,ống,,,
bəʊn,bốn,bọn,bướm,bón,,,,,
dəʊn,đơn,đờm,đón,đòn,đông,đống,,,
fəʊn,phông,form,phởn,phồng,,,,,
gəʊn,girl,gợn,gồng,gom,Golf,,,,
həʊn,hôn,hồn,hơn,hờn,hỏng,họng,,,
kəʊn,còn,con,cổng,cống,cồn,cong,cân,,
məʊn,mòn,mông,mong,móng,mớm,,,,
nəʊn,lớn,lợn,lông,non,lồng,nón,nom,,
pəʊn,bơm,bóng,bọn,bón,bông,bốn,,,
rəʊn,dồn,dọn,giòn,dòm,rơm,,,,
səʊn,sơn,sớm,son,xóm,xông,sống,,,
təʊn,tởm,tốn,tống,tóm,tồn,tôm,,,
tʃəʊn,trơn,trợn,trồng,chọn,chống,chôn,trông,,
θəʊn,thơm,thon,thôn,thông,thốn,thộn,,,
vəʊn,vờn,vón,vòm,vốn,,,,,
